"Age","Checking Account Status","Credit Amount","Credit History","Duration in month","Housing","Installment rate in % of disposable income","Job type","Number of dependents","Number of existing credits","Other installment plans","Personal Status","Present Employment since","Present residence since","Property","Purpose","Savings Account/Bonds","Telephone","CreditRatingGood?"
22,"Less than 0 DM",3105,"critical account other credits existing (not at this bank)",26,"own",1,"skilled employee official",1,1,"none","male single","1 to 4 years",2,"car or other not in attribute 6","furniture equipment","Less than 100 DM","none","false"
43,"0 to 200 DM",10668,"existing credits paid back duly till now",24,"for free",4,"management self-employed highly qualified employee officer",1,1,"none","female divorced separated married","Greater than 7 years",3,"unknown / no property","used car","Less than 100 DM","yes registered under the customers name","false"
26,"Less than 0 DM",1554,"delay in paying off in the past",20,"rent",4,"unskilled - resident",1,1,"none","female divorced separated married","Less than 1 year",3,"car or other not in attribute 6","radio television","Less than 100 DM","yes registered under the customers name","false"
23,"0 to 200 DM",3105,"existing credits paid back duly till now",37,"own",2,"skilled employee official",1,1,"none","female divorced separated married","1 to 4 years",1,"real estate","radio television","unknown no savings account","yes registered under the customers name","false"
24,"Less than 0 DM",2073,"existing credits paid back duly till now",14,"rent",1,"management self-employed highly qualified employee officer",1,1,"none","male divorced separated","1 to 4 years",4,"real estate","furniture equipment","Less than 100 DM","yes registered under the customers name","false"
25,"0 to 200 DM",1688,"no credits taken all credits paid back duly",14,"rent",1,"skilled employee official",1,1,"none","male married widowed","Less than 1 year",1,"real estate","new car","Less than 100 DM","none","false"
55,"0 to 200 DM",4218,"delay in paying off in the past",40,"for free",4,"skilled employee official",1,1,"bank","male single","Greater than 7 years",4,"unknown / no property","education","Less than 100 DM","none","false"
24,"0 to 200 DM",1105,"existing credits paid back duly till now",25,"rent",3,"skilled employee official",1,3,"none","female divorced separated married","Less than 1 year",4,"car or other not in attribute 6","furniture equipment","100 to 500 DM","none","false"
38,"Less than 0 DM",1964,"existing credits paid back duly till now",18,"own",4,"skilled employee official",1,1,"none","male single","4 to 7 years",1,"real estate","new car","Less than 100 DM","none","false"
23,"no checking account",2107,"existing credits paid back duly till now",24,"own",4,"skilled employee official",1,1,"none","female divorced separated married","1 to 4 years",3,"real estate","new car","Less than 100 DM","none","false"
23,"no checking account",2309,"existing credits paid back duly till now",15,"rent",3,"unskilled - resident",1,1,"bank","female divorced separated married","1 to 4 years",3,"real estate","furniture equipment","Less than 100 DM","none","false"
29,"Less than 0 DM",4461,"existing credits paid back duly till now",35,"own",3,"skilled employee official",1,1,"none","female divorced separated married","1 to 4 years",2,"building society savings agreement life insurance","radio television","Less than 100 DM","yes registered under the customers name","false"
48,"Less than 0 DM",7840,"existing credits paid back duly till now",33,"for free",1,"skilled employee official",2,1,"none","male single","Greater than 7 years",4,"unknown / no property","used car","unknown no savings account","none","false"
21,"Less than 0 DM",2728,"existing credits paid back duly till now",19,"own",2,"skilled employee official",1,1,"none","male married widowed","1 to 4 years",3,"car or other not in attribute 6","furniture equipment","unknown no savings account","none","false"
61,"0 to 200 DM",10940,"all credits at this bank paid back duly",19,"for free",3,"management self-employed highly qualified employee officer",1,1,"bank","female divorced separated married","Greater than 7 years",4,"unknown / no property","used car","100 to 500 DM","yes registered under the customers name","false"
24,"Less than 0 DM",10771,"no credits taken all credits paid back duly",42,"own",2,"skilled employee official",1,1,"none","male single","1 to 4 years",1,"car or other not in attribute 6","business","Less than 100 DM","yes registered under the customers name","false"
32,"0 to 200 DM",1054,"critical account other credits existing (not at this bank)",18,"own",3,"skilled employee official",2,2,"bank","male single","Greater than 7 years",4,"car or other not in attribute 6","new car","Less than 100 DM","yes registered under the customers name","false"
22,"0 to 200 DM",3520,"existing credits paid back duly till now",30,"rent",2,"skilled employee official",1,1,"none","female divorced separated married","Less than 1 year",4,"car or other not in attribute 6","used car","500 to 1000 DM","none","false"
45,"Less than 0 DM",603,"existing credits paid back duly till now",7,"own",4,"skilled employee official",1,1,"none","female divorced separated married","Less than 1 year",4,"building society savings agreement life insurance","education","Less than 100 DM","none","false"
26,"no checking account",3186,"existing credits paid back duly till now",20,"own",1,"skilled employee official",1,2,"bank","female divorced separated married","Greater than 7 years",3,"building society savings agreement life insurance","new car","unknown no savings account","yes registered under the customers name","false"
23,"0 to 200 DM",1703,"existing credits paid back duly till now",14,"own",4,"unskilled - resident",1,2,"bank","male divorced separated","Less than 1 year",2,"building society savings agreement life insurance","business","100 to 500 DM","none","false"
33,"Less than 0 DM",2908,"existing credits paid back duly till now",24,"own",4,"unskilled - resident",1,1,"none","female divorced separated married","Less than 1 year",4,"real estate","radio television","Less than 100 DM","yes registered under the customers name","false"
46,"no checking account",8924,"existing credits paid back duly till now",14,"own",1,"management self-employed highly qualified employee officer",2,1,"bank","male single","Greater than 7 years",4,"unknown / no property","new car","Less than 100 DM","yes registered under the customers name","false"
43,"Less than 0 DM",2721,"all credits at this bank paid back duly",31,"own",4,"skilled employee official",1,2,"bank","male single","1 to 4 years",4,"car or other not in attribute 6","furniture equipment","Less than 100 DM","none","false"
49,"Less than 0 DM",4578,"all credits at this bank paid back duly",42,"for free",4,"skilled employee official",1,1,"none","female divorced separated married","Greater than 7 years",4,"unknown / no property","education","Less than 100 DM","none","false"
26,"Less than 0 DM",1156,"existing credits paid back duly till now",19,"own",4,"skilled employee official",1,1,"none","male married widowed","4 to 7 years",2,"building society savings agreement life insurance","radio television","Less than 100 DM","none","false"
25,"0 to 200 DM",970,"all credits at this bank paid back duly",9,"rent",4,"skilled employee official",2,1,"none","female divorced separated married","Less than 1 year",2,"building society savings agreement life insurance","education","Greater than 1000 DM","none","false"
36,"0 to 200 DM",9062,"existing credits paid back duly till now",16,"for free",3,"skilled employee official",1,1,"none","male single","Greater than 7 years",2,"unknown / no property","used car","Less than 100 DM","yes registered under the customers name","false"
36,"Less than 0 DM",2974,"existing credits paid back duly till now",19,"own",1,"unskilled - resident",1,1,"none","female divorced separated married","Less than 1 year",1,"real estate","repairs","Less than 100 DM","none","false"
28,"0 to 200 DM",3202,"no credits taken all credits paid back duly",27,"own",4,"unskilled - resident",1,2,"none","female divorced separated married","Less than 1 year",4,"car or other not in attribute 6","new car","100 to 500 DM","none","false"
22,"Less than 0 DM",2233,"existing credits paid back duly till now",29,"rent",3,"skilled employee official",1,1,"none","female divorced separated married","4 to 7 years",4,"car or other not in attribute 6","furniture equipment","Less than 100 DM","none","false"
